,AAPL.O,ADBE.O,ADI.O,ADP.O,ADSK.O,AEP.O,ALGN.O,AMAT.O,AMD.O,AMGN.O,AMZN.O,ANSS.O,ASML.O,ATVI.O,AVGO.O,BIDU.O,BIIB.O,BKNG.O,CDNS.O,CDW.O,CERN.O,CHKP.O,CHTR.O,CMCSA.O,COST.O,CPRT.O,CRWD.O,CSCO.O,CSX.O,CTAS.O,CTSH.O,DLTR.O,DOCU.O,DXCM.O,EA.O,EBAY.O,EXC.O,FAST.O,FB.O,FISV.O,FOX.O,FOXA.O,GILD.O,GOOG.O,GOOGL.O,HON.O,IDXX.O,ILMN.O,INCY.O,INTC.O,INTU.O,ISRG.O,JD.O,KDP.O,KHC.O,KLAC.O,LRCX.O,LULU.O,MAR.O,MCHP.O,MDLZ.O,MELI.O,MNST.O,MRNA.O,MRVL.O,MSFT.O,MTCH.O,MU.O,NFLX.O,NTES.O,NVDA.O,NXPI.O,OKTA.O,ORLY.O,PAYX.O,PCAR.O,PDD.O,PEP.O,PTON.O,PYPL.O,QCOM.O,REGN.O,ROST.O,SBUX.O,SGEN.O,SIRI.O,SNPS.O,SPLK.O,SWKS.O,TCOM.O,TEAM.O,TMUS.O,TSLA.O,TXN.O,VRSK.O,VRSN.O,VRTX.O,WBA.O,WDAY.O,XEL.O,XLNX.O,ZM.O,
2020-09-23,107.12,470.39,112.5,128.72,221.87,79.18,308.32,57.25,74.73,242.59,2999.86,302.55,357.56,80.13,351.59,122.92,272.2,1638.47,99.72,109.21,67.73,118.55,616.35,45.36,344.63,102.32,138.6,38.28,76.5,316.71,67.09,86.72,211.52,386.07,128.42,50.68,34.48,44.19,249.02,99.35,25.98,25.91,63.09,1415.21,1409.39,158.79,363.87,273,85.97,48.82,304.93,657.41,74.59,27.19,28.77,180.79,317.02,316.77,92.94,97.65,54.82,1020.96,77.79,67.16,37.57,200.59,102.89,49.85,470.61,470.98,484.95,119.94,207.72,448.62,76.07,81.61,76.64,131,95.23,181.61,110.57,565.19,87.74,82.99,179.27,5.02,197.86,177.48,133.92,27.66,176.88,109,380.36,135.16,177.08,200.14,263.82,35.06,207.39,66.19,97.29,500.53,
2020-09-24,108.22,467.67,112.68,130.8,220.96,80.49,311.88,57.79,75.82,240.32,3019.79,304.41,360.16,79.69,352.52,123.76,270.04,1650.57,102.12,110.43,67.48,118.18,611.45,45.7,347,102.01,133.9,37.85,76.58,318.64,66.9,88.43,203.85,382.03,129.32,51.78,34.81,44.28,249.53,98.28,26.22,26.2,62.25,1428.29,1422.86,158.76,365.47,286.31,85.07,49.16,308.59,657.53,72.72,27.26,28.84,184.54,327.17,315.58,91.35,97.75,55.61,1034.63,78,65.17,37.9,203.19,103.43,49.47,473.08,470.21,493.92,119.16,204.53,443.97,75.91,82.16,75.29,131.58,88.56,182.19,112.19,557.46,86.68,83.04,179.43,5.1,201.51,175.91,135.2,27.75,175.78,110.55,387.79,136.69,177.23,202.01,263.13,35.03,208.69,67.07,99.01,464.98,
2020-09-25,112.28,479.78,113.48,134.54,227.8,80.65,317.93,58.23,78.055,243.82,3095.13,312.16,360.48,80.98,356.8,123.79,273.28,1657.77,103.72,112.74,69.31,120.19,614.23,46.15,342.58,104.26,136.39,38.45,78.08,327.17,68.08,89.42,212.36,402.36,131.19,52.48,35.52,44.88,254.82,102.13,26.78,26.7,62.25,1444.96,1439.06,161.49,377.83,299.89,86.55,49.94,318.5,673.73,74.67,27.875,29.13,187.91,330.27,315.35,92.99,99.05,56.155,1062,78.79,69.47,38.05,207.82,105.75,49.14,482.88,472.14,514.95,119.83,216.2,444.68,77.7,83.53,74.33,133.55,97.73,187.25,114.5,574.06,87.93,84.3,184.95,5.12,208.5,184.89,138,30.15,181.29,112.02,407.34,138.32,181.34,205.58,268.18,35.43,215.78,68.5,100.35,496.5,
2020-09-28,114.96,488.51,117.06,137.31,232.15,80.65,322.86,59.36,79.48,247.03,3174.05,318.8,371.06,81.95,367.3,126.04,282.035,1700.4,105.25,116.5,71.6,121.6,628.23,46.76,349.62,106.16,137.43,39.13,79.33,336,69.32,90.94,213.24,400.19,132.28,54.04,35.74,45.77,256.82,104.07,27.9,27.84,62.85,1464.52,1458.66,164.64,386.37,305.46,90.36,51.43,325.55,693.16,76.1,27.84,29.83,193.25,336.61,318.73,96,103.07,57.01,1093.43,80.51,70.55,39.89,209.44,108.59,49.72,490.65,463.94,521.4,124,213.33,457.34,79.58,86.55,75.1,137.97,96.91,192.02,118.47,571.92,92.26,86.07,190.51,5.29,212.64,187.9,143.97,32,181,114.24,421.2,141.94,184.52,204.72,267.73,36.07,220.34,68.85,103.8,487.66,
2020-09-29,114.09,489.33,116.65,137.54,232.92,80.97,320.17,59.65,81.77,248.3,3144.88,319.51,374,80.78,364.26,122.58,282.35,1672.98,105.78,118.11,71.19,120.73,626.5,46.2,352.14,105.74,136.35,39.06,77.6,330.28,69,89.87,212.93,402.18,130.02,52.65,35.32,45.33,261.79,103.59,27.82,27.77,62.1,1469.33,1466.02,164.51,385.06,305.5,87.43,51.19,323.64,692.93,75.16,27.11,29.59,193.33,337.71,323.67,93.215,102.74,56.48,1082.87,79.79,70.52,39.4,207.26,109.12,50.71,493.48,450.76,529.03,123.29,213.56,453.32,79.17,86.15,73.7,137.16,100.47,194.5,117.38,573.61,91.03,84.8,190.96,5.25,212.32,187.18,144.35,31.27,182.35,113.52,419.07,141.5,184.38,204.91,270.31,35.38,220.78,68.645,103.63,465.5,
2020-09-30,115.81,490.43,116.74,139.49,231.01,81.73,327.36,59.45,81.99,254.16,3148.73,327.23,369.27,80.95,364.32,126.59,283.68,1710.68,106.63,119.53,72.29,120.34,624.34,46.26,355,105.16,137.32,39.39,77.67,332.83,69.42,91.34,215.24,412.23,130.41,52.1,35.76,45.09,261.9,103.05,27.97,27.83,63.19,1469.6,1465.6,164.61,393.11,309.08,89.74,51.78,326.21,709.54,77.61,27.6,29.95,193.74,331.75,329.37,92.58,102.76,57.45,1082.48,80.2,70.75,39.7,210.33,110.65,46.96,500.03,454.67,541.22,124.81,213.85,461.08,79.77,85.28,74.15,138.6,99.24,197.03,117.68,559.78,93.32,85.92,195.69,5.36,213.98,188.13,145.5,31.14,181.79,114.36,429.01,142.79,185.31,204.85,272.12,35.92,215.13,69.01,104.24,470.11,
2020-10-09,116.97,502.16,123.33,149.85,237.5,89.82,328.64,63.29,83.1,236.7,3286.65,336.82,388.99,78.21,376.7,126.49,286.54,1817.89,111.93,125.99,72.39,125.18,635.64,44.85,369.46,115.21,143.57,39.85,78.48,339.53,73.08,93.64,225.6,386,127.45,55.45,39.2,46.63,264.45,105.11,29.2,29.19,63.84,1515.22,1510.45,174.38,400.65,339.04,95.74,52.82,341.81,738.19,79.79,29.25,31.11,211.04,362.71,346.46,99.34,113.98,57.3,1199.84,80.95,73,44.7,215.81,112.38,49.89,539.44,90.6,550.51,141.53,236.45,449.38,82.4,89.22,79.54,138.44,123.02,197.27,124.87,602.07,98.41,90.01,200.78,5.84,222.82,212.43,154.28,32.17,198.85,117.23,434,150.91,187.18,209.56,269.95,36.34,225.73,72.71,120.94,492.41,
2020-10-12,124.4,510.89,126.11,150.58,242.12,90.48,335.75,64.68,84.29,239.51,3442.93,347.86,399.04,81.06,382.43,127.72,291.48,1845,115.56,130.01,73.79,126.78,651.72,45.99,376.48,117.09,145.96,40.36,79.56,349,74.63,95.56,231.86,394.18,130.88,55.38,39.98,47.64,275.75,106.68,29.13,28.94,64.55,1569.15,1564.59,175.36,419.39,352.32,97.7,53.88,350.93,755.67,84.32,29.8,31.65,214.55,370.11,348,100.71,114.13,58.65,1215.75,82.78,75.31,43.59,221.4,110.3,50.68,539.81,91.5,569.04,142.08,245.55,458.47,83.01,89.78,84.72,142.13,127.3,201.51,126.69,601.55,98.64,90.78,205.87,5.91,228.93,215.34,157.09,32.46,194.27,120.07,442.3,154.9,192.75,214.15,274.6,36.93,228.19,73.62,118.9,491.54,
2020-10-13,121.1,514.31,123.59,149.69,244.09,89.23,330.82,64.69,85.28,239.34,3443.63,351.31,405.15,81.98,381.49,127.05,291.46,1780.97,116.77,129.93,73.25,127.13,649.95,45.89,380.68,116.37,152.8,39.81,79.19,352.68,73.22,96.63,238.21,400.94,132.94,57.59,40.98,45.35,276.14,104.76,27.47,27.23,64.49,1571.68,1567.07,171.55,421.42,345.14,97.08,53.83,349.59,755.35,82.61,29.83,32.41,219.94,374.19,356.29,98.24,111.58,58.9,1269.17,83.49,78.29,43.78,222.86,111.16,51.85,554.09,90.87,569.93,136.84,246.95,469.45,83,88.54,84.65,143.54,130.97,207.74,127.46,607.98,97.64,90.16,211.93,5.885,228.18,215.83,153.2,30.25,192.99,121.57,446.65,154.49,193.65,216,276.09,36.18,232.9,73,117.92,518.79,
2020-10-14,121.19,506.31,123.04,148.51,246.7,89.34,333.1,63.98,84.21,237.65,3363.71,351.4,398.03,81.9,380.3,136.07,289.02,1732.6,116.97,129.52,74.23,128.03,638.62,45.28,378.34,115.8,147.79,39.89,80.47,351.19,73.96,95.16,237.1,394.01,132.75,56.46,41.03,44.95,271.82,102.71,27.13,26.93,64.05,1568.08,1563.44,173.47,420.51,330.12,93.35,53.55,345.3,751.08,81.1,29.67,32.15,216,374.235,352.07,97.07,110.75,58.585,1238.7,82.8,76.56,43.34,220.86,109.77,51.63,541.45,89.57,563.81,137.11,243.11,464.63,84.34,88.97,82.66,142.52,131.44,203.6,129.88,600.82,96.29,89.31,209.15,5.84,226.81,209.23,153.31,29.84,191.81,116.67,461.3,152.77,191.76,212.14,271.46,35.91,230.54,72.35,117.75,509.25,
2020-10-15,120.71,501.15,123.98,147.39,252.03,89.54,336.67,63.51,83.13,235.01,3338.65,351.7,386.57,80.35,379.93,130.04,280.63,1702.11,115.96,129.8,73.76,127.67,636.89,45.11,376.58,117.64,145.36,39.97,81.03,348.38,73.72,96.54,240.45,399.58,131.34,55.4,41.4,44.62,266.72,101.81,27.2,26.93,62.96,1559.13,1555.47,172.61,422.72,323.78,90.53,53.85,341.97,741,80.25,29.44,32.3,213.09,375.49,353.61,97.07,111.34,58.34,1257.89,81.39,75.58,42.95,219.66,111.17,51.94,541.94,88.33,558.8,136.87,246.31,469.5,83.28,89.16,82.79,141.43,136.43,203.14,128.58,585.18,96.19,88.83,204.49,5.84,228.03,205.29,153.38,29.75,190.925,115.3,448.88,152.55,192.02,208.6,215.28,37.64,226.67,72.2,118.23,536.4,
2020-10-16,119.02,502.82,123.64,148.42,259.97,91.52,336.52,63,83.17,235.72,3272.71,349.72,386.9,80.62,378.65,130.37,280.01,1667.87,115.69,130.62,74.63,126.62,633.92,45.56,381.54,117.18,145.34,40.16,80.11,348.4,73.36,95.56,234.6,405,131.92,55.83,42.09,45.26,265.93,101.22,27.12,26.86,62,1573.01,1567.7,174.86,423.75,326.31,90.63,54.16,341.15,752.68,81.52,29.76,32.16,208.4,364.96,349.95,97.76,110.81,57.97,1271.38,80.76,73.94,42.96,219.66,112.21,51.61,530.79,88.52,552.46,137.23,243.95,467.01,83.73,89.94,84.02,141.73,131.33,204.45,129.03,599.74,95.12,88.52,200.93,5.84,226.48,207.2,153.15,29.91,207.45,114.96,439.67,153.12,192.47,207.34,218.08,37.41,229.45,73.13,118.02,559,
2020-10-19,115.98,495.2,122.61,145.05,259.94,91.28,326.84,62.05,82,230.71,3207.21,336.25,385.31,80.08,375.77,129.25,268.77,1653.02,113.56,128.86,72.36,126.49,617.66,44.33,375.56,115.26,144.66,39.3,79.05,341.32,72.2,95,228.41,397.5,129.87,54.32,41.86,44.43,261.4,98.74,26.25,26.02,60.57,1534.61,1529.95,171.59,419.27,321.26,87.76,54.58,335.27,736.12,80.61,29.2,31.75,206.81,363.57,336.46,93.94,111.66,57.17,1284.05,80.01,70.96,41.85,214.22,113,52.63,530.72,87.35,539.91,136.33,242.09,463.75,81.93,91.06,84.15,139.68,133.01,200.06,128.42,583.14,90.96,87.6,198.22,5.73,224.37,207.215,151.14,30.19,212.94,112.75,430.83,150.76,188.5,203.17,220.51,36.97,227.64,71.69,116.38,568.34,
2020-10-20,117.51,494.58,123.62,146.62,257.34,90.68,334.6,62.26,81.56,231.1,3217.01,331.96,384.96,80.14,376.99,130.08,267.12,1671.71,112.61,129.32,72.7,123.75,608.26,44.27,378.31,114.98,142.64,39.2,80.13,343.66,73.35,95.41,227.8,392.43,127.36,54.2,42.4,45.04,267.56,99.53,26.18,26.05,60.55,1555.93,1551.08,173.26,420.09,320.44,89.31,53.43,334.51,733,82.57,29.23,31.99,205.72,363.57,330.04,96.09,111.23,56.98,1333.66,80.2,71.31,41.62,214.65,114.86,53.53,525.42,88.37,545.82,135.21,231.68,469.42,82.28,90.34,89.07,139.71,131.93,201.96,128.3,576.63,92.18,88.51,198.02,5.8,226.4,211.55,152.45,30.08,210.97,113.07,421.94,150.83,190.36,203.96,214.54,37.49,224.43,71.53,114.73,537.02,
2020-10-21,116.87,495.96,124.76,146.85,254.01,90.4,335.81,62.11,79.2,228.97,3184.94,327.86,383,81.94,372.05,134.84,268.91,1702.03,111.23,128.84,72.56,124.46,605.33,44.52,377.82,114.6,135.14,39.06,78.72,338.69,72.89,94.84,218.12,387.84,127.65,52.82,42.14,43.94,278.73,99.36,26.75,26.57,60.21,1593.31,1585.99,172.87,419.73,317.85,88.6,53.5,332.79,728.48,82.63,29.16,31.44,206.3,366.62,325.5,95.15,110.48,56.82,1299.13,80.09,68.37,40.4,214.8,118.06,53.31,489.05,88.24,540.99,135.86,220.81,466,82.62,90.91,90.23,139.6,124.3,213.07,128.55,572.4,92.17,88.27,197.71,5.86,227.45,211.67,150.39,30.04,206.99,112.42,422.64,146.13,189.18,205.56,211.38,37.39,224.31,71.53,111.3,513.19,
2020-10-22,115.75,483.6,124.75,148.85,252.76,92.2,453.23,61.7,79.42,227.98,3176.4,326.78,375.5,80.77,373.37,132.86,266.8,1792.02,109.32,129.44,72.59,121,599.91,45.11,375.75,114.09,134.54,38.82,81.73,338.5,73.38,93.84,214.8,395.795,126.92,52.29,42.23,44.09,278.12,100.88,27.41,27.46,60.67,1615.33,1606.66,176.85,423.59,325.92,90.49,53.9,331.82,732.94,81.31,29.55,31.23,203.31,358.01,325.67,100.82,112.52,56.82,1294.32,80.56,70.84,41.04,214.89,116.72,54.38,485.23,87.57,534.44,134.89,216.55,457.13,83.99,91.69,87.77,139.61,120.8,203.93,128.38,575.73,93.16,89.36,200.66,5.99,225.17,219.46,149.73,30.74,203.08,111.64,425.79,148.22,188.88,207.86,210.08,37.51,220.85,71.41,113.04,520.54,
2020-10-23,115.04,488.5,124.2,149.2,254.42,91.88,469.56,60.95,81.96,227.16,3204.4,330.22,378.56,81.04,372.72,133.93,265,1823.55,112.05,130,73.72,120.47,593.28,45.06,374.6,114.29,135.42,38.82,81.29,338.07,74.12,95.47,219.82,411,126.77,53.79,42.2,45,284.79,101.18,26.935,27.08,60.79,1641,1632.98,175.54,429.66,323.55,89.69,48.2,334.42,735.48,81.34,29.21,31.37,203.17,353.92,333.92,101.76,112.52,56.61,1312.16,80.39,70.53,41.43,216.23,120.3,52.85,488.28,85.87,543.61,137.18,219.51,466.43,85.03,92.64,86.91,139.56,122.53,203.04,128.88,579.81,95.43,90.8,196.92,5.98,226.74,216.51,149.76,31.22,208.49,112.38,420.63,149.96,189.25,200.8,211.58,38.04,224.14,71.47,116.82,511.52,
2020-10-26,115.05,475.2,121.13,145.77,249.13,93.59,454.51,59.51,82.23,224.89,3207.04,321,367.49,80.49,363.04,132.95,256.76,1749.29,109.88,125.67,72.87,120,582.13,43.77,370.71,111.98,133.08,37.67,78.87,328.93,72.71,92.53,220.17,418,126.68,53.34,41.7,44.3,277.11,98.38,26.18,26.41,59.96,1590.45,1584.29,170.17,428.96,319.06,90.44,46.72,328.09,711.77,81.41,28.44,30.58,198.94,347.63,331.6,96.02,109.73,55.23,1281.44,78.85,70.24,40.89,210.08,119.26,52.14,488.24,86.71,525.65,134.89,219.2,455.96,82.48,90.57,86.92,138.06,118.1,197.22,126.2,585.74,91.64,89.66,195.83,5.79,220.63,209.78,147.29,30.36,207.2,111.78,420.28,145.95,185.49,198.58,207.15,37.21,210.33,71.69,114.55,517.79,
2020-10-27,116.6,478.56,120.29,146.03,250.6,92.53,455.09,58.83,78.88,223.46,3286.33,322.17,366.37,80.96,359.6,134.89,255.3,1697.71,109.84,123.28,72.74,119.46,583.65,43.44,372.72,112.1,133.48,36.87,78.09,324.01,73.39,92.82,222.185,380.63,126.62,53.55,41.15,43.58,283.29,96.61,25.995,26.185,60.01,1604.26,1598.88,166.75,443.16,321.74,88.35,45.64,330.27,720.9,83.01,28.6,30.68,198.59,343.83,333.81,93.46,107.95,55.01,1282.47,80.39,70.67,41.47,213.25,125.78,51.96,488.93,88.42,535.87,133.23,221.33,450.22,81.93,88.45,90.31,139.12,121.15,200.43,125.91,582.52,91.45,90.05,196.92,5.91,222.91,208.77,145.12,29.49,213.01,112.82,424.68,147.12,185.15,199.06,212.19,36,214.17,72.33,124.35,538.99,
2020-10-28,111.2,456.97,116.47,155.08,237.62,90.32,439.51,57.32,76.4,216.38,3162.78,308.03,362.86,79.01,347.21,130.7,244.26,1605.05,107.64,118.73,70.64,115.53,572.58,41.98,364.96,108.47,131.57,35.71,75.93,315.54,71.1,90.58,218.25,349.12,125.6,53.25,39.57,42.94,267.67,93.52,25.02,25.31,58.72,1516.62,1510.8,161.16,422.89,309.69,86.99,44.25,318.51,687.8,80.08,27.73,29.22,190.55,338.9,329.51,89.97,102.54,53.15,1273.59,77.37,65.74,39.53,202.68,118.52,50,486.24,86.24,505.08,129.77,221.35,442.39,80.15,84.89,89.99,134.17,122.12,192.31,121.58,567.04,85.28,87.17,194.85,5.7,217.82,205.72,139.79,29.33,208.86,109.8,406.02,143,179.49,189.83,208.34,34.59,209.7,70.26,119.76,516.01,
2020-10-29,115.32,461.11,118.48,158.19,242.84,90.54,436.57,59.5,78.02,217.82,3211.01,310.85,370.86,77.77,355.01,131.96,245.48,1630.26,110.21,120.95,70.48,115.85,576,43.06,364.86,111.28,127.36,35.69,77.89,319.92,71.02,91.91,213.65,335.29,123.9,49.28,40.16,43.12,280.83,95.77,25.39,25.57,58.53,1567.24,1556.88,164.6,441.8,314.9,87.02,44.11,325.61,686.28,83.04,27.19,30.04,201.95,353.26,330.15,93.33,106.35,53.19,1300.98,77.54,71.28,38.21,204.72,122.12,50.48,504.21,88.21,520.96,136.17,218.35,436.33,82.45,85.67,94.12,133.99,115.91,195.04,126.44,555.79,86.99,88.3,192.34,5.83,219.46,205.87,145.16,29.47,210.72,109.51,410.83,146.19,179.22,191.59,207.01,33.52,217.63,70.74,122.9,489.68,
2020-10-30,108.86,447.1,118.53,157.96,235.54,89.93,426.08,59.23,75.29,216.94,3036.15,304.37,361.21,75.73,349.63,133.05,252.07,1622.5,109.37,122.6,70.09,113.56,603.82,42.24,357.62,110.36,123.84,35.9,78.94,314.55,71.42,90.32,202.25,319.58,119.83,47.63,39.89,43.23,263.11,95.47,26.14,26.52,58.15,1621.01,1616.11,164.95,424.82,292.7,86.64,44.28,314.68,667.08,81.52,26.9,30.59,197.18,342.08,319.29,92.88,105.08,53.12,1214.05,76.57,67.47,37.51,202.47,116.78,50.34,475.74,86.79,501.36,135.12,209.83,436.6,82.25,85.38,89.98,133.29,110.21,186.13,123.36,543.56,85.17,86.96,166.8,5.73,213.86,198.04,141.29,28.76,191.62,109.57,388.04,144.59,177.97,190.7,208.36,34.04,210.12,70.03,118.69,460.91,
2020-11-02,108.77,444.94,118.48,161.46,240.74,91.23,458.44,60.33,74.7,220.21,3004.48,311.23,365.21,76.4,351.25,134.05,248.99,1604.13,110.51,126.45,71.87,115.51,588.43,41.4,364.39,113.4,124.47,35.9,81.76,320.37,70.8,91.12,201.56,312,119.81,47.87,40.96,44.52,261.36,97.29,26.89,27.4,58.53,1626.03,1624.32,173.61,431.05,292.88,84.44,44.46,316.42,675.98,82.32,27.04,31.67,202.23,350.95,315.5,92.9,105.11,54.34,1215.86,77.92,67.11,36.89,202.33,118.98,49.71,484.12,84.33,503.23,137.31,203.86,441.46,83.3,88.83,91.62,135.15,113.44,187.76,123.97,548.58,88.59,85.97,168.51,5.78,215.78,191.34,142.12,29.32,184.29,110.39,400.51,145.6,182.15,189.2,207.42,35.79,205.48,71.78,118.48,453,
2020-11-03,110.44,454.02,119.75,166.48,248.31,90.89,465.01,61.83,76.58,220.06,3048.41,315.91,372.06,76.26,353.76,134.11,247.01,1669.58,113.59,130.72,72.45,118.3,591.99,42.62,371.96,116.38,126.86,36.68,84.22,330.02,71.94,93.65,208.43,331.77,120.74,48.92,42.47,46.22,265.3,98.95,26.7,27.04,58.83,1650.21,1645.66,179.21,444.1,296.63,84.95,44.85,324.73,682,82.69,27.8,31.78,210.88,370.53,327.13,96.09,108.97,54.42,1233.97,79.52,69.08,37.19,206.43,121.63,51.08,487.22,85.91,520.78,138.88,208.5,449.05,86.54,91.78,97.72,137.04,111.7,179.81,125.45,557.19,91.64,88.39,168.5,5.82,221.74,194.78,138.8,29.15,182.06,111.12,423.9,147.3,187.95,191.51,211.14,37.37,209.18,72.98,120.82,451.51,
2020-11-04,114.95,487.23,125.94,164.58,245.89,90.15,483.46,64.86,81.35,230.33,3241.16,329.25,383,79.37,364.63,140.31,355.63,1713.32,120.99,133.85,72.1,119.4,634.47,43.7,376.17,121.34,136.32,36.57,84.83,337.37,73.02,95.25,235.01,344.5,125.31,47.82,42.22,46.6,287.38,101.19,25.43,25.63,59.87,1749.13,1745.85,178.91,469.36,311.33,91.21,45.7,343,709.65,89.31,28.23,31.82,220.53,380.34,340.18,98.04,113.32,54.94,1315.69,82.72,69.81,39.16,216.39,128.69,51.96,496.95,93.68,551.77,139.38,228.82,450.46,85.49,88.75,110.26,137.86,118.6,194.29,128.97,587.14,92.2,89.79,180,5.89,233.31,207.01,139.53,30.54,188.82,116.02,420.98,152.03,196.39,203.39,215.09,36.295,215.24,72.72,128.26,483.7,
2020-11-05,119.03,496.47,130.4,162.71,255.92,90.71,491.91,69.95,83,231.97,3322,328.35,398.19,80.14,380.87,143.94,328.9,1768.31,124.07,138.18,72.4,121.23,647.36,44.35,385.23,123.95,138.92,37.23,87.03,339.07,74.24,95.1,236.77,355.11,128.33,49.41,43.07,46.34,294.68,102.16,26.37,26.61,59.63,1763.37,1762.5,183.28,467.97,311.72,84.65,45.68,350.96,728.28,91.59,28.8,31.7,228.1,399.71,347.18,100.91,118.38,55.64,1437.8,83.68,71.48,41.48,223.29,134.97,54.58,513.76,91.58,566.4,144.38,233.19,450.11,86.6,90.61,113.07,138.05,126.63,204.56,145.41,588.81,94.94,90.62,181.75,6.09,240.56,208.98,149.12,32.27,199.99,117.26,438.09,155.56,194.41,208.32,219.48,37.53,225.23,73.73,129.93,496.73,
2020-11-06,118.69,494.63,133.5,166.23,259.41,90.92,477.85,70.53,85.88,231.67,3311.37,336.8,406.24,78.81,380.62,144,328.9,1783.75,125.5,138.05,72.96,121.26,644.49,44.53,385.66,123.72,141.79,37.53,86.18,340.93,74.22,95.53,231.69,361.32,119.19,50.69,42.84,46.98,293.41,103.07,25.605,25.95,59.07,1761.75,1759.73,184.27,478.1,308.16,83.15,45.39,352.26,733.87,92.49,28.66,31.54,231.68,409.42,343.8,103.89,125.28,55.84,1485.86,83.26,72.45,45.13,223.72,132.56,55.16,514.73,92.04,582.48,146.72,233.26,448.51,88.02,90.09,114.53,138.38,125.46,202.73,145.01,578.03,93.3,90.65,173.63,6.03,241.78,201,146.735,32.12,198.18,123.56,429.95,157.74,197.35,206.67,220.28,37.31,225,73.31,134.12,500.11,
2020-11-09,116.32,471.14,135.82,169.89,262.61,90.26,476.99,71.3,83.12,235,3143.74,328.47,406.33,75.41,375.54,144.19,236.26,2118.24,118.57,143.95,73.87,119.52,613.2,47.18,365,121.33,126.55,38.2,88.2,363.46,73.88,95.87,197.6,343.84,116.97,48.32,43.32,45.99,278.77,109.1,26.19,26.25,59.05,1763,1761.42,196.99,436.45,305.69,81.28,45.6,360.14,773.45,84.86,27.73,30.62,232.32,416.28,326.96,118.3,126.51,55.92,1330.72,81.35,77.74,42.21,218.39,137.22,55.96,470.5,87.84,545.23,144.86,217.39,455.04,90.59,90.6,106.14,138.45,100.01,184.72,142.61,567.55,107.82,95.88,168.46,6.05,233.79,196.32,144.58,36.57,187.52,122.78,421.26,156.22,196.31,203.46,222.85,39.785,223.4,73.43,130.35,413.24,
2020-11-10,115.97,452,134.78,171.07,247.22,90.79,464.32,69.39,77.99,241.6,3035.02,319.43,399.3,75.12,363.13,143.25,236.34,2007.44,112.39,137.53,74.72,116.58,626.88,47.77,366.62,116.99,123.5,38.72,91.4,358.68,75.1,94.97,198.31,339.53,118.93,46.54,42.99,46.76,272.43,106.8,26.7,26.85,60.62,1740.39,1737.72,201.98,441.23,301.56,83.07,45.44,342.26,749.5,80.08,28.38,30.48,223.73,407.87,322.19,118.48,121.92,57.09,1226.03,81.58,76.05,40.32,211.01,132.22,55.41,480.24,87.55,510.8,140.24,213.34,456.58,91.29,91.12,103.09,141.72,105.21,183.36,140.11,559.22,109.42,93.92,171.78,5.99,219.33,187.88,137.24,36.13,185.66,121.72,410.36,151.49,195.1,199.98,215.35,42.35,213.9,73.73,122.45,376.01,
2020-11-11,119.49,467.75,137.38,171.87,246.79,91.15,461.78,71.16,81.28,240.69,3137.39,328.96,418.05,76.55,375.92,143.06,244.03,2000.02,116.68,138.7,74.61,118,636.92,47.67,372.92,117.8,130.96,39.33,90.04,360.04,76.76,94.32,208.55,347.5,119.78,47.71,43.835,47.24,276.48,107.36,27.15,27.46,60.1,1752.71,1747.23,199.29,455.06,302.35,82.76,46.35,352.4,737.55,82.84,29.4,31.35,233.51,424,336.68,116.39,126.25,57.74,1304.49,84.5,82.44,42.27,216.55,133.41,56.36,490.76,89.59,536.72,145.07,219.41,463.38,91.55,90.17,111.46,143.9,106.21,192.34,147.69,567.73,104.18,95.04,170.75,6.18,224.9,194.12,143.87,35.5,191.76,125.15,417.13,155.7,199.83,201.9,216.72,41.44,218.62,74.69,127.06,413.34,
2020-11-12,119.21,462.58,135.48,169.43,245.71,89.635,452.76,69.8,81.84,237.14,3110.28,323.64,412.72,76.71,370.2,142.47,241.55,1962.92,114.56,135.56,73.86,116.25,637.96,47.98,375.71,117.33,137.3,38.67,89.73,349.67,76.22,93.19,212.62,336.7,119.32,46.59,42.7,46.33,275.08,105.7,25.45,25.64,59.98,1749.84,1742.82,197.24,449.22,304.31,82.32,44.95,349.51,740.77,86.38,29.05,31.1,233.26,418.46,329.91,115.34,123.46,57.47,1296,82.96,87.81,41.6,215.44,131.26,56.25,486.77,87.34,538.27,144.3,224.26,456.83,90.39,88.99,134.21,143.84,108.72,189.1,143.91,556.78,104.61,93.53,168.79,6.11,223.76,191.75,141.34,33.92,193,126.81,411.76,154.5,199.18,198.97,218.31,40.77,219.81,73.76,127.65,428.64,
